text,topic,stems
"“Barack Obama was toppled from the top spot and President Trump claimed the title of the year’s Most Admired Man. Trump number one, Obama number two, and Joe Biden a very distant number three. That’s also rather odd given the fact that on November 3rd, Biden allegedly racked up",Topic #1,"['barack', 'obama', 'toppl', 'top', 'spot', 'presid', 'trump', 'claim', 'titl', 'year', 'admir', 'man', 'trump', 'number', 'one', 'obama', 'number', 'two', 'joe', 'biden', 'distant', 'number', 'three', 'that', 'also', 'rather', 'odd', 'given', 'fact', 'novemb', '3rd', 'biden', 'allegedli', 'rack']"
"...millions more votes than Trump, but can’t get anywhere close to him in this poll. No incoming president has ever done as badly in this annual survey.” @MarkSteynOnline @TuckerCarlson That’s because he got millions of Fake Votes in the 2020 Election, which was RIGGED!",Topic #1,"['million', 'vote', 'trump', 'cant', 'get', 'anywher', 'close', 'poll', 'incom', 'presid', 'ever', 'done', 'badli', 'annual', 'survey', 'marksteynonlin', 'tuckercarlson', 'that', 'got', 'million', 'fake', 'vote', '2020', 'elect', 'rig']"
"New Lott study estimates 11,350 absentee votes lost to Trump in Georgia. Another 289,000 ""excess (fraudulent) votes"" across GA, AZ, MI, NV, PA, and WI. Check it out! ➡️https://t.co/eIBjdmox5R https://t.co/2MlKVbBoLO",Topic #1,"['new', 'lott', 'studi', 'estim', '11350', 'absente', 'vote', 'lost', 'trump', 'georgia', 'anoth', '289000', 'excess', 'fraudul', 'vote', 'across', 'ga', 'az', 'mi', 'nv', 'pa', 'wi', 'check', 'httpstcoeibjdmox5r', 'httpstco2mlkvbbolo']"
....other acts of fraud and irregularities as well. STAY TUNED!,Topic #1,"['act', 'fraud', 'irregular', 'well', 'stay', 'tune']"
"....that, quite frankly, didn’t have much of a chance, like 7, 8 or 9. The Presidential Election was Rigged with hundreds of thousands of ballots mysteriously flowing into Swing States very late at night as everyone thought the election was easily won by me. There were many....",Topic #1,"['quit', 'frankli', 'didnt', 'much', 'chanc', 'like', '7', '8', '9', 'presidenti', 'elect', 'rig', 'hundr', 'thousand', 'ballot', 'mysteri', 'flow', 'swing', 'state', 'late', 'night', 'everyon', 'thought', 'elect', 'easili', 'mani']"
"The Wall Street Journal’s very boring &amp; incoherent Editorial fails to mention my big &amp; easy wins in Texas, Florida, Ohio, Iowa &amp; many other states that the @WSJ &amp; other joke polls said I would lose. Also, they fail to mention the fact that I got many Republican Senators elected..",Topic #1,"['wall', 'street', 'journal', 'bore', 'amp', 'incoher', 'editori', 'fail', 'mention', 'big', 'amp', 'easi', 'win', 'texa', 'florida', 'ohio', 'iowa', 'amp', 'mani', 'state', 'wsj', 'amp', 'joke', 'poll', 'said', 'would', 'lose', 'also', 'fail', 'mention', 'fact', 'got', 'mani', 'republican', 'senat', 'elect']"
"...The consent decree signed by the “Secretary”, with the consent of Kemp, is perhaps even more poorly negotiated than the deal that John Kerry made with Iran. Now it turns out that Brad R’s brother works for China, and they definitely don’t want “Trump”. So disgusting! #MAGA",Topic #1,"['consent', 'decre', 'sign', 'secretari', 'consent', 'kemp', 'perhap', 'even', 'poorli', 'negoti', 'deal', 'john', 'kerri', 'made', 'iran', 'turn', 'brad', 'rs', 'brother', 'work', 'china', 'definit', 'dont', 'want', 'trump', 'disgust', 'maga']"
"I love the Great State of Georgia, but the people who run it, from the Governor, @BrianKempGA, to the Secretary of State, are a complete disaster and don’t have a clue, or worse. Nobody can be this stupid. Just allow us to find the crime, and turn the state Republican....",Topic #1,"['love', 'great', 'state', 'georgia', 'peopl', 'run', 'governor', 'briankempga', 'secretari', 'state', 'complet', 'disast', 'dont', 'clue', 'wors', 'nobodi', 'stupid', 'allow', 'us', 'find', 'crime', 'turn', 'state', 'republican']"
https://t.co/Dcm41ThF5k,Topic #1,['httpstcodcm41thf5k']
"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly. @BrianKempGA Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!",Topic #1,"['go', 'allow', 'signatur', 'verif', 'fulton', 'counti', 'georgia', 'process', 'go', 'slowli', 'briankempga', 'pennsylvania', 'found', '205000', 'vote', 'voter', 'therefor', 'win', 'pennsylvania']"
"It is up to the States to distribute the vaccines once brought to the designated areas by the Federal Government. We have not only developed the vaccines, including putting up money to move the process along quickly, but gotten them to the states. Biden failed with Swine Flu!",Topic #2,"['state', 'distribut', 'vaccin', 'brought', 'design', 'area', 'feder', 'govern', 'develop', 'vaccin', 'includ', 'put', 'money', 'move', 'process', 'along', 'quickli', 'gotten', 'state', 'biden', 'fail', 'swine', 'flu']"
"Loeffler, Perdue Support Increasing Relief Payments to $2K https://t.co/xLFHNDOBIR via @BreitbartNews. Republicans must support the $2000 payments and must FIGHT the crooked presidential election. We won big!",Topic #1,"['loeffler', 'perdu', 'support', 'increas', 'relief', 'payment', '2k', 'httpstcoxlfhndobir', 'via', 'breitbartnew', 'republican', 'must', 'support', '2000', 'payment', 'must', 'fight', 'crook', 'presidenti', 'elect', 'big']"
"Unless Republicans have a death wish, and it is also the right thing to do, they must approve the $2000 payments ASAP. $600 IS NOT ENOUGH! Also, get rid of Section 230 - Don’t let Big Tech steal our Country, and don’t let the Democrats steal the Presidential Election. Get tough! https://t.co/GMotstu7OI",Topic #1,"['unless', 'republican', 'death', 'wish', 'also', 'right', 'thing', 'must', 'approv', '2000', 'payment', 'asap', '600', 'enough', 'also', 'get', 'rid', 'section', '230', 'dont', 'let', 'big', 'tech', 'steal', 'countri', 'dont', 'let', 'democrat', 'steal', 'presidenti', 'elect', 'get', 'tough', 'httpstcogmotstu7oi']"
....and Congressmen/Congresswomen Elected. I do believe they forgot!,Topic #1,"['congressmencongresswomen', 'elect', 'believ', 'forgot']"
"....Can you imagine if the Republicans stole a Presidential Election from the Democrats - All hell would break out. Republican leadership only wants the path of least resistance. Our leaders (not me, of course!) are pathetic. They only know how to lose! P.S. I got MANY Senators..",Topic #1,"['imagin', 'republican', 'stole', 'presidenti', 'elect', 'democrat', 'hell', 'would', 'break', 'republican', 'leadership', 'want', 'path', 'least', 'resist', 'leader', 'cours', 'pathet', 'know', 'lose', 'ps', 'got', 'mani', 'senat']"
"...more votes than is needed by me to win Pennsylvania, not to mention hundreds of thousands of votes in other categories which increase my already big lead into a landslide. All other Swing States show likewise. WE NEED NEW &amp; ENERGETIC REPUBLICAN LEADERSHIP. This can not stand..",Topic #1,"['vote', 'need', 'win', 'pennsylvania', 'mention', 'hundr', 'thousand', 'vote', 'categori', 'increas', 'alreadi', 'big', 'lead', 'landslid', 'swing', 'state', 'show', 'likewis', 'need', 'new', 'amp', 'energet', 'republican', 'leadership', 'stand']"
"“A group of Republican lawmakers in Pennsylvania say 200,000 more votes were counted in the 2020 Election than voters (100% went to Biden). State Representative Frank Ryan said they found troubling discrepancies after an analysis of Election Day data.” @FoxNews This is far....",Topic #1,"['group', 'republican', 'lawmak', 'pennsylvania', 'say', '200000', 'vote', 'count', '2020', 'elect', 'voter', '100', 'went', 'biden', 'state', 'repres', 'frank', 'ryan', 'said', 'found', 'troubl', 'discrep', 'analysi', 'elect', 'day', 'data', 'foxnew', 'far']"
"$2000 for our great people, not $600! They have suffered enough from the China Virus!!!",Topic #2,"['2000', 'great', 'peopl', '600', 'suffer', 'enough', 'china', 'viru']"
"....being removed and brought home from foreign lands who do NOTHING for us. A disgraceful act of cowardice and total submission by weak people to Big Tech. Negotiate a better Bill, or get better leaders, NOW! Senate should not approve NDAA until fixed!!!",Topic #1,"['remov', 'brought', 'home', 'foreign', 'land', 'noth', 'us', 'disgrac', 'act', 'cowardic', 'total', 'submiss', 'weak', 'peopl', 'big', 'tech', 'negoti', 'better', 'bill', 'get', 'better', 'leader', 'senat', 'approv', 'ndaa', 'fix']"
"Weak and tired Republican “leadership” will allow the bad Defense Bill to pass. Say goodbye to VITAL Section 230 termination, your National Monuments, Forts (names!) and Treasures (inserted by Elizabeth “Pocahontas” Warren), 5G, and our great soldiers....",Topic #3,"['weak', 'tire', 'republican', 'leadership', 'allow', 'bad', 'defens', 'bill', 'pass', 'say', 'goodby', 'vital', 'section', '230', 'termin', 'nation', 'monument', 'fort', 'name', 'treasur', 'insert', 'elizabeth', 'pocahonta', 'warren', '5g', 'great', 'soldier']"
"Give the people $2000, not $600. They have suffered enough! https://t.co/2jOVCnGtXS",Topic #2,"['give', 'peopl', '2000', '600', 'suffer', 'enough', 'httpstco2jovcngtx']"
https://t.co/g4NoRxSnQ5,Topic #1,['httpstcog4norxsnq5']
"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”",Topic #1,"['break', 'news', 'pennsylvania', '205000', 'vote', 'voter', 'alon', 'flip', 'state', 'presid', 'trump']"
Good news on Covid Relief Bill. Information to follow!,Topic #2,"['good', 'news', 'covid', 'relief', 'bill', 'inform', 'follow']"
"See you in Washington, DC, on January 6th. Don’t miss it. Information to follow!",Topic #1,"['see', 'washington', 'dc', 'januari', '6th', 'dont', 'miss', 'inform', 'follow']"
"On behalf of two GREAT Senators, @sendavidperdue &amp; @KLoeffler, I will be going to Georgia on Monday night, January 4th., to have a big and wonderful RALLY. So important for our Country that they win!",Topic #1,"['behalf', 'two', 'great', 'senat', 'sendavidperdu', 'amp', 'kloeffler', 'go', 'georgia', 'monday', 'night', 'januari', '4th', 'big', 'wonder', 'ralli', 'import', 'countri', 'win']"
A must see! https://t.co/WbLDGpaHJX,Topic #1,"['must', 'see', 'httpstcowbldgpahjx']"
"Increase payments to the people, get rid of the “pork”. https://t.co/jq82qFIyUs",Topic #2,"['increas', 'payment', 'peopl', 'get', 'rid', 'pork', 'httpstcojq82qfiyu']"
Speaking for America! https://t.co/jowS1B9qqf,Topic #1,"['speak', 'america', 'httpstcojows1b9qqf']"
"Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election https://t.co/Hb5xckedoN via @BreitbartNews  These lawyers are true patriots who are fighting for the truth and, obviously, getting very close. AG should be sanctioned. Fight on!",Topic #2,"['michigan', 'ag', 'dana', 'nessel', 'pursu', 'sanction', 'lawyer', 'question', 'elect', 'httpstcohb5xckedon', 'via', 'breitbartnew', 'lawyer', 'true', 'patriot', 'fight', 'truth', 'obvious', 'get', 'close', 'ag', 'sanction', 'fight']"
"$2000 + $2000 plus other family members. Not $600. Remember, it was China’s fault!",Topic #2,"['2000', '2000', 'plu', 'famili', 'member', '600', 'rememb', 'china', 'fault']"
"....But when it is all over, and this period of time becomes just another ugly chapter in our Country’s history, WE WILL WIN!!!",Topic #2,"['period', 'time', 'becom', 'anoth', 'ugli', 'chapter', 'countri', 'histori', 'win']"
"....Courts are bad, the FBI and “Justice” didn’t do their job, and the United States Election System looks like that of a third world country. Freedom of the press has been gone for a long time, it is Fake News, and now we have Big Tech (with Section 230) to deal with....",Topic #1,"['court', 'bad', 'fbi', 'justic', 'didnt', 'job', 'unit', 'state', 'elect', 'system', 'look', 'like', 'third', 'world', 'countri', 'freedom', 'press', 'gone', 'long', 'time', 'fake', 'news', 'big', 'tech', 'section', '230', 'deal']"
"....fake signatures, illegal immigrant voters, banned Republican vote watchers, MORE VOTES THAN ACTUAL VOTERS (check out Detroit &amp; Philadelphia), and much more. The numbers are far greater than what is necessary to win the individual swing states, and cannot even be contested....",Topic #1,"['fake', 'signatur', 'illeg', 'immigr', 'voter', 'ban', 'republican', 'vote', 'watcher', 'vote', 'actual', 'voter', 'check', 'detroit', 'amp', 'philadelphia', 'much', 'number', 'far', 'greater', 'necessari', 'win', 'individu', 'swing', 'state', 'can', 'not', 'even', 'contest']"
"Time for Republican Senators to step up and fight for the Presidency, like the Democrats would do if they had actually won. The proof is irrefutable! Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters,",Topic #1,"['time', 'republican', 'senat', 'step', 'fight', 'presid', 'like', 'democrat', 'would', 'actual', 'proof', 'irrefut', 'massiv', 'late', 'night', 'mailin', 'ballot', 'drop', 'swing', 'state', 'stuf', 'ballot', 'box', 'video', 'doubl', 'voter', 'dead', 'voter']"
"The lockdowns in Democrat run states are absolutely ruining the lives of so many people - Far more than the damage that would be caused by the China Virus. Cases in California have risen despite the lockdown, yet Florida &amp; others are open &amp; doing well. Common sense please!",Topic #1,"['lockdown', 'democrat', 'run', 'state', 'absolut', 'ruin', 'live', 'mani', 'peopl', 'far', 'damag', 'would', 'caus', 'china', 'viru', 'case', 'california', 'risen', 'despit', 'lockdown', 'yet', 'florida', 'amp', 'other', 'open', 'amp', 'well', 'common', 'sens', 'pleas']"
Thank you Mark. Big numbers found in Arizona.We must win for our Country! https://t.co/I6UXM3cz42,Topic #1,"['thank', 'mark', 'big', 'number', 'found', 'arizonaw', 'must', 'win', 'countri', 'httpstcoi6uxm3cz42']"
"I simply want to get our great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”.",Topic #2,"['simpli', 'want', 'get', 'great', 'peopl', '2000', 'rather', 'measli', '600', 'bill', 'also', 'stop', 'billion', 'dollar', 'pork']"
"A young military man working in Afghanistan told me that elections in Afghanistan are far more secure and much better run than the USA’s 2020 Election. Ours, with its millions and millions of corrupt Mail-In Ballots, was the election of a third world country. Fake President!",Topic #1,"['young', 'militari', 'man', 'work', 'afghanistan', 'told', 'elect', 'afghanistan', 'far', 'secur', 'much', 'better', 'run', 'usa', '2020', 'elect', 'million', 'million', 'corrupt', 'mailin', 'ballot', 'elect', 'third', 'world', 'countri', 'fake', 'presid']"
"The U.S. Supreme Court has been totally incompetent and weak on the massive Election Fraud that took place in the 2020 Presidential Election. We have absolute PROOF, but they don’t want to see it - No “standing”, they say. If we have corrupt elections, we have no country!",Topic #1,"['us', 'suprem', 'court', 'total', 'incompet', 'weak', 'massiv', 'elect', 'fraud', 'took', 'place', '2020', 'presidenti', 'elect', 'absolut', 'proof', 'dont', 'want', 'see', 'stand', 'say', 'corrupt', 'elect', 'countri']"
"Where the hell is the Durham Report? They spied on my campaign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey &amp; McCabe. Even the Fake News @nytimes said “bad”. They tried it all, and failed, so now they are trying to steal the election!",Topic #1,"['hell', 'durham', 'report', 'spi', 'campaign', 'collud', 'russia', 'other', 'got', 'caught', 'read', 'horowitz', 'report', 'comey', 'amp', 'mccabe', 'even', 'fake', 'news', 'nytim', 'said', 'bad', 'tri', 'fail', 'tri', 'steal', 'elect']"
"I simply want to get out great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”.",Topic #2,"['simpli', 'want', 'get', 'great', 'peopl', '2000', 'rather', 'measli', '600', 'bill', 'also', 'stop', 'billion', 'dollar', 'pork']"
"The “Justice” Department and the FBI have done nothing about the 2020 Presidential Election Voter Fraud, the biggest SCAM in our nation’s history, despite overwhelming evidence. They should be ashamed. History will remember. Never give up. See everyone in D.C. on January 6th.",Topic #1,"['justic', 'depart', 'fbi', 'done', 'noth', '2020', 'presidenti', 'elect', 'voter', 'fraud', 'biggest', 'scam', 'nation', 'histori', 'despit', 'overwhelm', 'evid', 'asham', 'histori', 'rememb', 'never', 'give', 'see', 'everyon', 'dc', 'januari', '6th']"
